Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2024-03-04T14:30:00Z,GOOG,0,7,Stop Limit,Canceled,0,"" 
2024-03-04T14:30:00Z,GOOG,134.28,-7,Stop Limit,Filled,-939.96,"" 
2024-03-04T14:31:00Z,AAPL,0,5,Limit,Canceled,0,"" 
2024-03-04T14:31:00Z,AAPL,0,5,Stop Market,Canceled,0,"" 
2024-03-04T14:32:00Z,GOOG,0,7,Limit,Canceled,0,"" 
2024-03-04T14:32:00Z,GOOG,0,7,Stop Market,Canceled,0,"" 
2024-03-06T19:16:00Z,AAPL,0,5,Stop Market,Canceled,0,"" 
2024-03-07T14:30:00Z,META,493.543785256,-2,Market,Filled,-987.087570512,"TimeStop_D+4" 
2024-03-07T14:30:00Z,META,504.1,1,Stop Limit,Filled,504.1,"" 
2024-03-07T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-07T14:52:00Z,META,0,-1,Limit,Canceled,0,"" 
2024-03-07T14:52:00Z,META,488.98,-1,Stop Market,Filled,-488.98,"" 
2024-03-08T14:30:00Z,AAPL,167.785118199,5,Market,Filled,838.925590995,"TimeStop_D+4" 
2024-03-08T14:30:00Z,GOOG,134.300936704,7,Market,Filled,940.106556928,"TimeStop_D+4" 
2024-03-08T14:30:00Z,AAPL,171.250234848,5,Stop Limit,Filled,856.25117424,"" 
2024-03-08T14:30:00Z,AAPL,0,-6,Stop Limit,Canceled,0,"" 
2024-03-08T14:30:00Z,GOOG,137.11170176,7,Stop Limit,Filled,959.78191232,"" 
2024-03-08T14:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
2024-03-08T15:02:00Z,GOOG,0,-7,Limit,Canceled,0,"" 
2024-03-08T15:02:00Z,GOOG,0,-7,Stop Market,Canceled,0,"" 
2024-03-08T16:35:00Z,AAPL,0,-5,Limit,Canceled,0,"" 
2024-03-08T16:35:00Z,AAPL,0,-5,Stop Market,Canceled,0,"" 
2024-03-12T13:30:00Z,META,491.36,2,Stop Limit,Filled,982.72,"" 
2024-03-12T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-12T13:31:00Z,META,0,-2,Limit,Canceled,0,"" 
2024-03-12T13:31:00Z,META,0,-2,Stop Market,Canceled,0,"" 
2024-03-14T13:30:00Z,AAPL,169.949575017,-5,Market,Filled,-849.747875085,"TimeStop_D+4" 
2024-03-14T13:30:00Z,GOOG,139.813214464,-7,Market,Filled,-978.692501248,"TimeStop_D+4" 
2024-03-14T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-03-14T13:30:00Z,AAPL,0,-6,Stop Limit,Canceled,0,"" 
2024-03-14T13:30:00Z,GOOG,142.66,7,Stop Limit,Filled,998.62,"" 
2024-03-14T13:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
2024-03-14T14:26:00Z,GOOG,149.79,-7,Limit,Filled,-1048.53,"" 
2024-03-14T14:26:00Z,GOOG,0,-7,Stop Market,Canceled,0,"" 
2024-03-15T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-03-15T13:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-03-18T13:30:00Z,META,481.535009124,-2,Market,Filled,-963.070018248,"TimeStop_D+4" 
2024-03-18T13:30:00Z,AAPL,174.655779291,5,Stop Limit,Filled,873.278896455,"" 
2024-03-18T13:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-03-18T13:30:00Z,META,491.185806844,2,Stop Limit,Filled,982.371613688,"" 
2024-03-18T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-18T13:31:00Z,GOOG,0,-7,Stop Market,Canceled,0,"" 
2024-03-18T13:33:00Z,AAPL,0,-5,Limit,Canceled,0,"" 
2024-03-18T13:33:00Z,AAPL,0,-5,Stop Market,Canceled,0,"" 
2024-03-18T15:01:00Z,META,0,-2,Limit,Canceled,0,"" 
2024-03-18T15:01:00Z,META,0,-2,Stop Market,Canceled,0,"" 
2024-03-19T13:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-03-19T13:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-03-20T13:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-03-20T13:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-03-21T13:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-03-21T13:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-03-22T13:30:00Z,AAPL,170.168006439,-5,Market,Filled,-850.840032195,"TimeStop_D+4" 
2024-03-22T13:30:00Z,META,504.995401932,-2,Market,Filled,-1009.990803864,"TimeStop_D+4" 
2024-03-22T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-03-22T13:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-03-22T13:30:00Z,META,0,1,Stop Limit,Canceled,0,"" 
2024-03-22T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-22T13:30:00Z,GOOG,150.81790592,6,Stop Limit,Filled,904.90743552,"" 
2024-03-22T13:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-03-22T13:48:00Z,GOOG,0,-6,Limit,Canceled,0,"" 
2024-03-22T13:48:00Z,GOOG,0,-6,Stop Market,Canceled,0,"" 
2024-03-25T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-03-25T13:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-03-25T13:30:00Z,META,0,1,Stop Limit,Canceled,0,"" 
2024-03-25T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
